Date       ,Open,High,Low,Close ,Adj Close ,Volume
 11-10-2024 ,"60,275.46","63,400.87","60,046.13","62,445.09","62,445.09","30,327,141,594"
 10-10-2024 ,"60,581.93","61,236.72","58,895.21","60,274.50","60,274.50","30,452,813,570"
 09-10-2024 ,"62,131.73","62,508.84","60,314.61","60,582.10","60,582.10","27,670,982,363"
 08-10-2024 ,"62,221.64","63,174.30","61,843.56","62,131.97","62,131.97","28,134,475,157"
 07-10-2024 ,"62,819.11","64,443.71","62,152.55","62,236.66","62,236.66","34,253,562,610"
 06-10-2024 ,"62,084.99","62,959.57","61,833.15","62,818.95","62,818.95","14,776,233,667"
 05-10-2024 ,"62,067.61","62,371.02","61,689.58","62,089.95","62,089.95","13,305,410,749"
 04-10-2024 ,"60,754.63","62,465.99","60,459.94","62,067.48","62,067.48","29,585,472,513"
 03-10-2024 ,"60,632.48","61,469.04","59,878.80","60,759.40","60,759.40","36,106,447,279"
 02-10-2024 ,"60,836.32","62,357.69","59,996.95","60,632.79","60,632.79","40,762,722,398"
 01-10-2024 ,"63,335.61","64,110.98","60,189.28","60,837.01","60,837.01","50,220,923,500"
 30-09-2024 ,"65,634.66","65,635.05","62,873.62","63,329.50","63,329.50","37,112,957,475"
 29-09-2024 ,"65,888.90","66,069.34","65,450.02","65,635.30","65,635.30","14,788,214,575"
 28-09-2024 ,"65,792.18","66,255.53","65,458.04","65,887.65","65,887.65","15,243,637,984"
 27-09-2024 ,"65,180.66","66,480.70","64,852.99","65,790.66","65,790.66","32,058,813,449"
 26-09-2024 ,"63,138.55","65,790.80","62,669.27","65,181.02","65,181.02","36,873,129,847"
 25-09-2024 ,"64,302.59","64,804.50","62,945.38","63,143.14","63,143.14","25,078,377,700"
 24-09-2024 ,"63,326.84","64,695.21","62,737.42","64,301.97","64,301.97","29,938,335,243"
 23-09-2024 ,"63,643.10","64,733.56","62,628.08","63,329.80","63,329.80","31,400,285,425"
 22-09-2024 ,"63,396.80","63,993.42","62,440.73","63,648.71","63,648.71","20,183,348,802"
 21-09-2024 ,"63,184.34","63,543.36","62,783.11","63,394.84","63,394.84","14,408,616,220"
 20-09-2024 ,"62,941.43","64,119.53","62,364.61","63,192.98","63,192.98","35,177,164,222"
 19-09-2024 ,"61,651.16","63,872.44","61,609.87","62,940.46","62,940.46","42,710,252,573"
 18-09-2024 ,"60,309.00","61,664.07","59,218.25","61,649.68","61,649.68","40,990,702,891"
 17-09-2024 ,"58,192.51","61,316.09","57,628.07","60,308.54","60,308.54","38,075,570,118"
 16-09-2024 ,"59,185.23","59,205.51","57,501.34","58,192.51","58,192.51","32,032,822,113"
 15-09-2024 ,"60,000.73","60,381.92","58,696.31","59,182.84","59,182.84","18,120,960,867"
 14-09-2024 ,"60,569.12","60,656.72","59,517.88","60,005.12","60,005.12","16,428,405,496"
 13-09-2024 ,"58,130.32","60,648.02","57,650.11","60,571.30","60,571.30","32,490,528,356"
 12-09-2024 ,"57,343.17","58,534.36","57,330.10","58,127.01","58,127.01","33,835,707,949"
 11-09-2024 ,"57,650.29","57,991.32","55,567.34","57,343.17","57,343.17","37,049,062,672"
 10-09-2024 ,"57,020.10","58,029.98","56,419.41","57,648.71","57,648.71","28,857,630,507"
 09-09-2024 ,"54,851.89","58,041.13","54,598.43","57,019.54","57,019.54","34,618,096,173"
 08-09-2024 ,"54,147.93","55,300.86","53,653.76","54,841.57","54,841.57","18,268,287,531"
 07-09-2024 ,"53,949.09","54,838.14","53,740.07","54,139.69","54,139.69","19,061,486,526"
 06-09-2024 ,"56,160.19","56,976.11","52,598.70","53,948.75","53,948.75","49,361,693,566"
 05-09-2024 ,"57,971.70","58,300.58","55,712.45","56,160.49","56,160.49","31,030,280,656"
 04-09-2024 ,"57,430.35","58,511.57","55,673.16","57,971.54","57,971.54","35,627,680,312"
 03-09-2024 ,"59,106.19","59,815.06","57,425.17","57,431.02","57,431.02","26,666,961,053"
 02-09-2024 ,"57,326.97","59,403.07","57,136.03","59,112.48","59,112.48","27,036,454,524"
 01-09-2024 ,"58,969.80","59,062.07","57,217.82","57,325.49","57,325.49","24,592,449,997"
 31-08-2024 ,"59,117.48","59,432.59","58,768.79","58,969.90","58,969.90","12,403,470,760"
 30-08-2024 ,"59,388.60","59,896.89","57,768.53","59,119.48","59,119.48","32,292,756,405"
 29-08-2024 ,"59,027.47","61,184.08","58,786.23","59,388.18","59,388.18","32,224,990,582"
 28-08-2024 ,"59,507.93","60,236.45","57,890.68","59,027.63","59,027.63","40,289,564,698"
 27-08-2024 ,"62,879.71","63,210.80","58,116.75","59,504.13","59,504.13","39,103,882,198"
 26-08-2024 ,"64,342.23","64,489.71","62,849.56","62,880.66","62,880.66","27,682,040,631"
 25-08-2024 ,"64,176.37","64,996.42","63,833.52","64,333.54","64,333.54","18,827,683,555"
 24-08-2024 ,"64,103.87","64,513.79","63,619.92","64,178.99","64,178.99","21,430,585,163"
 23-08-2024 ,"60,380.95","64,947.06","60,372.05","64,094.36","64,094.36","42,530,509,233"
 22-08-2024 ,"61,168.32","61,408.11","59,815.25","60,381.91","60,381.91","27,625,734,377"
 21-08-2024 ,"59,014.99","61,834.35","58,823.45","61,175.19","61,175.19","32,731,154,072"
 20-08-2024 ,"59,493.45","61,396.33","58,610.88","59,012.79","59,012.79","31,613,400,008"
 19-08-2024 ,"58,480.71","59,612.66","57,864.71","59,493.45","59,493.45","25,911,207,712"
 18-08-2024 ,"59,468.13","60,262.72","58,445.40","58,483.96","58,483.96","17,740,625,837"
 17-08-2024 ,"58,893.53","59,694.67","58,814.83","59,478.97","59,478.97","13,589,684,021"
 16-08-2024 ,"57,560.27","59,847.36","57,110.02","58,894.11","58,894.11","29,350,938,673"
 15-08-2024 ,"58,733.26","59,838.65","56,161.59","57,560.10","57,560.10","35,682,112,440"
 14-08-2024 ,"60,611.05","61,687.76","58,472.88","58,737.27","58,737.27","29,961,696,180"
 13-08-2024 ,"59,356.21","61,572.40","58,506.25","60,609.57","60,609.57","30,327,698,167"
 12-08-2024 ,"58,719.39","60,680.33","57,688.90","59,354.52","59,354.52","37,078,637,820"
 11-08-2024 ,"60,944.89","61,778.66","58,348.82","58,719.48","58,719.48","22,759,754,812"
 10-08-2024 ,"60,881.23","61,464.51","60,287.57","60,945.81","60,945.81","15,745,822,278"
 09-08-2024 ,"61,728.21","61,751.86","59,587.86","60,880.11","60,880.11","33,425,553,115"
 08-08-2024 ,"55,030.03","62,673.77","54,766.73","61,710.14","61,710.14","45,298,472,567"
 07-08-2024 ,"56,040.63","57,726.88","54,620.51","55,027.46","55,027.46","41,637,562,185"
 06-08-2024 ,"53,991.35","57,059.92","53,973.27","56,034.32","56,034.32","49,300,484,106"
 05-08-2024 ,"58,110.30","58,268.83","49,121.24","53,991.46","53,991.46","108,991,085,584"
 04-08-2024 ,"60,676.09","61,062.99","57,210.80","58,116.98","58,116.98","31,758,917,219"
 03-08-2024 ,"61,414.81","62,148.37","59,836.53","60,680.09","60,680.09","31,753,030,589"
 02-08-2024 ,"65,353.50","65,523.22","61,184.89","61,415.07","61,415.07","43,060,875,727"
 01-08-2024 ,"64,625.84","65,593.24","62,248.94","65,357.50","65,357.50","40,975,554,494"
 31-07-2024 ,"66,201.27","66,810.21","64,532.05","64,619.25","64,619.25","31,292,785,994"
 30-07-2024 ,"66,819.05","66,987.67","65,323.19","66,201.02","66,201.02","31,380,492,109"
 29-07-2024 ,"68,259.05","69,987.54","66,532.59","66,819.91","66,819.91","40,780,682,628"
 28-07-2024 ,"67,808.66","68,301.85","67,085.83","68,255.87","68,255.87","18,043,166,945"
 27-07-2024 ,"67,911.81","69,398.51","66,705.22","67,813.34","67,813.34","34,691,905,492"
 26-07-2024 ,"65,771.81","68,207.60","65,743.77","67,912.06","67,912.06","30,488,630,457"
 25-07-2024 ,"65,375.88","66,112.42","63,473.47","65,777.23","65,777.23","38,315,761,670"
 24-07-2024 ,"65,927.86","67,113.98","65,147.00","65,372.13","65,372.13","27,470,942,309"
 23-07-2024 ,"67,584.80","67,779.02","65,484.46","65,927.67","65,927.67","35,605,668,666"
 22-07-2024 ,"68,152.98","68,480.06","66,611.30","67,585.25","67,585.25","42,649,109,453"
 21-07-2024 ,"67,164.91","68,372.91","65,842.30","68,154.52","68,154.52","26,652,190,004"
 20-07-2024 ,"66,709.92","67,610.73","66,299.62","67,163.65","67,163.65","19,029,581,250"
 19-07-2024 ,"63,972.32","67,442.64","63,329.34","66,710.16","66,710.16","37,003,855,410"
 18-07-2024 ,"64,104.74","65,104.66","63,246.16","63,974.07","63,974.07","27,239,305,337"
 17-07-2024 ,"65,091.83","66,066.73","63,896.09","64,118.79","64,118.79","32,525,071,311"
 16-07-2024 ,"64,784.42","65,354.34","62,487.97","65,097.15","65,097.15","41,617,346,768"
 15-07-2024 ,"60,815.46","64,870.15","60,704.93","64,870.15","64,870.15","38,094,526,099"
 14-07-2024 ,"59,225.25","61,329.53","59,225.25","60,787.79","60,787.79","22,223,416,061"
 13-07-2024 ,"57,908.74","59,787.08","57,796.44","59,231.95","59,231.95","17,080,061,806"
 12-07-2024 ,"57,341.20","58,532.55","56,590.18","57,899.46","57,899.46","25,604,805,221"
 11-07-2024 ,"57,729.89","59,299.43","57,120.38","57,344.91","57,344.91","28,707,803,842"
 10-07-2024 ,"58,033.88","59,359.43","57,178.41","57,742.50","57,742.50","26,175,260,526"
 09-07-2024 ,"56,704.60","58,239.20","56,316.88","58,009.23","58,009.23","27,849,512,607"
 08-07-2024 ,"55,849.57","58,131.34","54,321.02","56,705.10","56,705.10","39,766,159,899"
 07-07-2024 ,"58,239.43","58,371.12","55,793.32","55,849.11","55,849.11","20,553,359,505"
 06-07-2024 ,"56,659.07","58,472.55","56,038.96","58,303.54","58,303.54","20,610,320,577"
 05-07-2024 ,"57,022.81","57,497.15","53,717.38","56,662.38","56,662.38","55,417,544,033"
 04-07-2024 ,"60,147.14","60,399.68","56,777.80","56,977.70","56,977.70","41,149,609,230"
 03-07-2024 ,"62,034.33","62,187.70","59,419.39","60,173.92","60,173.92","29,756,701,685"
 02-07-2024 ,"62,844.41","63,203.36","61,752.75","62,029.02","62,029.02","20,151,616,992"
 01-07-2024 ,"62,673.61","63,777.23","62,495.51","62,851.98","62,851.98","25,468,379,421"
 30-06-2024 ,"60,888.45","62,892.83","60,632.95","62,678.29","62,678.29","17,333,226,409"
 29-06-2024 ,"60,319.88","61,097.62","60,300.96","60,887.38","60,887.38","12,652,903,396"
 28-06-2024 ,"61,612.80","62,126.10","59,985.40","60,320.14","60,320.14","24,952,866,877"
 27-06-2024 ,"60,811.23","62,293.86","60,585.33","61,604.80","61,604.80","21,231,745,045"
 26-06-2024 ,"61,789.68","62,434.14","60,695.19","60,811.28","60,811.28","22,506,003,064"
 25-06-2024 ,"60,266.28","62,258.26","60,239.75","61,804.64","61,804.64","29,201,215,431"
 24-06-2024 ,"63,173.35","63,292.53","58,601.70","60,277.41","60,277.41","43,152,133,651"
 23-06-2024 ,"64,248.96","64,491.70","63,180.80","63,180.80","63,180.80","11,170,471,802"
 22-06-2024 ,"64,113.86","64,475.47","63,929.76","64,252.58","64,252.58","9,858,198,793"
 21-06-2024 ,"64,837.99","65,007.55","63,378.89","64,096.20","64,096.20","26,188,171,739"
 20-06-2024 ,"64,960.30","66,438.96","64,547.85","64,828.66","64,828.66","25,641,109,124"
 19-06-2024 ,"65,146.66","65,695.35","64,693.30","64,960.30","64,960.30","21,103,423,504"
 18-06-2024 ,"66,490.98","66,556.70","64,066.96","65,140.75","65,140.75","39,481,285,950"
 17-06-2024 ,"66,636.52","67,188.32","65,094.96","66,490.30","66,490.30","30,006,354,476"
 16-06-2024 ,"66,189.36","66,894.84","66,018.25","66,639.05","66,639.05","13,281,140,541"
 15-06-2024 ,"66,006.74","66,402.19","65,871.77","66,191.00","66,191.00","14,121,265,576"
 14-06-2024 ,"66,747.57","67,294.65","65,056.89","66,011.09","66,011.09","27,403,884,779"
 13-06-2024 ,"68,243.10","68,365.78","66,304.56","66,756.40","66,756.40","28,955,204,146"
 12-06-2024 ,"67,321.38","69,977.89","66,902.45","68,241.19","68,241.19","34,497,940,694"
 11-06-2024 ,"69,508.08","69,549.41","66,123.60","67,332.03","67,332.03","37,116,136,345"
 10-06-2024 ,"69,644.31","70,146.07","69,232.42","69,512.28","69,512.28","20,597,699,541"
 09-06-2024 ,"69,297.49","69,817.52","69,160.84","69,647.99","69,647.99","13,534,028,500"
 08-06-2024 ,"69,324.18","69,533.32","69,210.74","69,305.77","69,305.77","14,262,185,861"
 07-06-2024 ,"70,759.19","71,907.85","68,507.26","69,342.59","69,342.59","36,188,381,096"
 06-06-2024 ,"71,082.84","71,625.73","70,119.13","70,757.16","70,757.16","25,223,152,007"
 05-06-2024 ,"70,568.35","71,735.41","70,390.71","71,082.82","71,082.82","32,810,771,409"
 04-06-2024 ,"68,804.57","71,047.41","68,564.64","70,567.77","70,567.77","33,149,696,545"
 03-06-2024 ,"67,753.90","70,230.82","67,589.84","68,804.78","68,804.78","32,401,285,324"
 02-06-2024 ,"67,710.27","68,409.16","67,315.52","67,751.60","67,751.60","17,110,588,415"
 01-06-2024 ,"67,489.61","67,839.77","67,386.20","67,706.94","67,706.94","11,641,495,604"
 31-05-2024 ,"68,362.52","68,999.56","66,633.42","67,491.41","67,491.41","27,387,283,769"
 30-05-2024 ,"67,576.09","69,500.54","67,118.08","68,364.99","68,364.99","29,509,712,534"
 29-05-2024 ,"68,296.35","68,852.46","67,101.49","67,578.09","67,578.09","26,707,072,906"
 28-05-2024 ,"69,392.20","69,514.64","67,227.16","68,296.22","68,296.22","32,722,265,965"
 27-05-2024 ,"68,512.18","70,597.88","68,232.50","69,394.55","69,394.55","25,870,990,717"
 26-05-2024 ,"69,264.29","69,506.23","68,183.89","68,518.09","68,518.09","15,628,433,737"
 25-05-2024 ,"68,526.92","69,579.32","68,515.82","69,265.95","69,265.95","15,473,071,741"
 24-05-2024 ,"67,928.13","69,220.30","66,622.67","68,526.10","68,526.10","29,197,308,153"
 23-05-2024 ,"69,121.30","70,041.27","66,356.95","67,929.56","67,929.56","41,895,680,979"
 22-05-2024 ,"70,135.32","70,623.70","68,977.70","69,122.34","69,122.34","32,802,561,717"
 21-05-2024 ,"71,443.06","71,946.46","69,191.13","70,136.53","70,136.53","46,932,005,990"
 20-05-2024 ,"66,278.74","71,483.56","66,086.17","71,448.20","71,448.20","43,850,655,717"
 19-05-2024 ,"66,937.93","67,694.30","65,937.18","66,278.37","66,278.37","19,249,094,538"
 18-05-2024 ,"67,066.21","67,387.33","66,663.50","66,940.80","66,940.80","16,712,277,406"
 17-05-2024 ,"65,231.30","67,459.46","65,119.32","67,051.88","67,051.88","28,031,279,310"
 16-05-2024 ,"66,256.11","66,712.43","64,613.05","65,231.58","65,231.58","31,573,077,994"
 15-05-2024 ,"61,553.99","66,454.45","61,330.41","66,267.49","66,267.49","39,815,167,074"
 14-05-2024 ,"62,900.77","63,092.13","61,123.77","61,552.79","61,552.79","28,186,271,527"
 13-05-2024 ,"61,451.22","63,422.66","60,769.84","62,901.45","62,901.45","27,889,181,179"
 12-05-2024 ,"60,793.50","61,818.16","60,632.60","61,448.39","61,448.39","13,800,459,405"
 11-05-2024 ,"60,793.36","61,451.15","60,492.63","60,793.71","60,793.71","13,842,272,968"
 10-05-2024 ,"63,055.19","63,446.74","60,208.78","60,792.78","60,792.78","27,804,954,694"
 09-05-2024 ,"61,191.20","63,404.91","60,648.07","63,049.96","63,049.96","25,453,338,161"
 08-05-2024 ,"62,332.64","62,986.09","60,877.13","61,187.94","61,187.94","26,088,172,222"
 07-05-2024 ,"63,162.76","64,390.46","62,285.98","62,334.82","62,334.82","25,930,730,982"
 06-05-2024 ,"64,038.31","65,494.90","62,746.24","63,161.95","63,161.95","28,697,928,697"
 05-05-2024 ,"63,892.45","64,610.89","62,955.30","64,031.13","64,031.13","18,296,164,805"
 04-05-2024 ,"62,891.03","64,494.96","62,599.35","63,891.47","63,891.47","20,620,477,992"
 03-05-2024 ,"59,122.30","63,320.50","58,848.31","62,889.84","62,889.84","33,172,023,048"
 02-05-2024 ,"58,253.70","59,602.30","56,937.20","59,123.43","59,123.43","32,711,813,559"
 01-05-2024 ,"60,609.50","60,780.50","56,555.29","58,254.01","58,254.01","48,439,780,271"
 30-04-2024 ,"63,839.42","64,703.33","59,120.07","60,636.86","60,636.86","37,840,840,057"
 29-04-2024 ,"63,106.36","64,174.88","61,795.46","63,841.12","63,841.12","26,635,912,073"
 28-04-2024 ,"63,423.52","64,321.48","62,793.60","63,113.23","63,113.23","17,334,827,993"
 27-04-2024 ,"63,750.99","63,898.36","62,424.72","63,419.14","63,419.14","19,530,783,039"
 26-04-2024 ,"64,485.37","64,789.66","63,322.40","63,755.32","63,755.32","24,139,372,950"
 25-04-2024 ,"64,275.02","65,275.21","62,783.63","64,481.71","64,481.71","32,155,786,816"
 24-04-2024 ,"66,408.72","67,075.37","63,589.87","64,276.90","64,276.90","30,276,655,120"
 23-04-2024 ,"66,839.89","67,199.24","65,864.87","66,407.27","66,407.27","24,310,975,583"
 22-04-2024 ,"64,935.63","67,233.96","64,548.18","66,837.68","66,837.68","28,282,686,673"
 21-04-2024 ,"64,992.82","65,723.24","64,277.72","64,926.64","64,926.64","20,506,644,853"
 20-04-2024 ,"63,851.10","65,442.46","63,172.40","64,994.44","64,994.44","23,097,485,495"
 19-04-2024 ,"63,510.75","65,481.60","59,651.39","63,843.57","63,843.57","49,920,425,401"
 18-04-2024 ,"61,275.32","64,125.69","60,833.48","63,512.75","63,512.75","36,006,307,335"
 17-04-2024 ,"63,831.85","64,486.36","59,768.59","61,276.69","61,276.69","41,915,247,049"
 16-04-2024 ,"63,419.30","64,355.67","61,716.40","63,811.86","63,811.86","42,847,528,078"
 15-04-2024 ,"65,739.65","66,878.65","62,332.07","63,426.21","63,426.21","43,595,917,654"
 14-04-2024 ,"63,836.23","65,824.43","62,205.85","65,738.73","65,738.73","49,084,320,047"
 13-04-2024 ,"67,188.38","67,931.43","60,919.11","63,821.47","63,821.47","52,869,738,185"
 12-04-2024 ,"70,061.38","71,222.74","65,254.84","67,195.87","67,195.87","44,129,299,406"
 11-04-2024 ,"70,575.73","71,256.23","69,571.81","70,060.61","70,060.61","30,153,382,941"
 10-04-2024 ,"69,140.24","71,093.43","67,503.56","70,587.88","70,587.88","38,318,601,774"
 09-04-2024 ,"71,632.50","71,742.51","68,212.92","69,139.02","69,139.02","36,426,900,409"
 08-04-2024 ,"69,362.55","72,715.36","69,064.24","71,631.36","71,631.36","37,261,432,669"
 07-04-2024 ,"68,897.11","70,284.43","68,851.63","69,362.55","69,362.55","21,204,930,369"
 06-04-2024 ,"67,840.57","69,629.60","67,491.72","68,896.11","68,896.11","19,967,785,809"
 05-04-2024 ,"68,515.76","68,725.76","66,011.48","67,837.64","67,837.64","33,748,230,056"
 04-04-2024 ,"65,975.70","69,291.26","65,113.80","68,508.84","68,508.84","34,439,527,442"
 03-04-2024 ,"65,446.67","66,914.32","64,559.90","65,980.81","65,980.81","34,488,018,367"
 02-04-2024 ,"69,705.02","69,708.38","64,586.59","65,446.97","65,446.97","50,705,240,709"
 01-04-2024 ,"71,333.48","71,342.09","68,110.70","69,702.15","69,702.15","34,873,527,352"
 31-03-2024 ,"69,647.78","71,377.78","69,624.87","71,333.65","71,333.65","20,050,941,373"
 30-03-2024 ,"69,893.45","70,355.49","69,601.06","69,645.30","69,645.30","17,130,241,883"
 29-03-2024 ,"70,744.80","70,913.09","69,076.66","69,892.83","69,892.83","25,230,851,763"
 28-03-2024 ,"69,452.77","71,546.02","68,895.51","70,744.95","70,744.95","34,374,900,617"
 27-03-2024 ,"69,991.90","71,727.69","68,381.93","69,455.34","69,455.34","40,827,113,309"
 26-03-2024 ,"69,931.33","71,535.74","69,335.61","69,987.84","69,987.84","36,010,437,368"
 25-03-2024,"67,234.09","71,162.59","66,414.84","69,958.81","69,958.81","42,700,139,523"
 24-03-2024 ,"64,070.75","67,622.76","63,825.85","67,234.17","67,234.17","27,206,630,673"
 23-03-2024 ,"63,802.72","65,976.40","63,038.49","64,062.20","64,062.20","24,738,964,812"
 22-03-2024 ,"65,489.93","66,623.75","62,355.37","63,778.76","63,778.76","41,401,116,964"
 21-03-2024 ,"67,911.59","68,199.99","64,580.92","65,491.39","65,491.39","44,480,350,565"
 20-03-2024 ,"61,930.16","68,115.26","60,807.79","67,913.67","67,913.67","66,792,634,382"
 19-03-2024 ,"67,556.13","68,106.93","61,536.18","61,912.77","61,912.77","74,215,844,794"
 18-03-2024 ,"68,371.30","68,897.13","66,594.23","67,548.59","67,548.59","49,261,579,492"
 17-03-2024 ,"65,316.34","68,845.72","64,545.32","68,390.63","68,390.63","44,716,864,318"
 16-03-2024 ,"69,392.48","70,046.27","64,801.39","65,315.12","65,315.12","46,842,198,371"
 15-03-2024 ,"71,387.88","72,357.13","65,630.70","69,403.77","69,403.77","78,320,453,976"
 14-03-2024 ,"73,079.38","73,750.07","68,563.02","71,396.59","71,396.59","59,594,605,698"
 13-03-2024 ,"71,482.12","73,637.48","71,334.09","73,083.50","73,083.50","48,212,536,929"
 12-03-2024 ,"72,125.13","72,825.66","68,728.85","71,481.29","71,481.29","62,554,434,520"
 11-03-2024 ,"69,020.55","72,850.71","67,194.88","72,123.91","72,123.91","65,716,656,765"
 10-03-2024 ,"68,500.26","70,005.20","68,239.98","69,019.79","69,019.79","35,683,977,532"
 09-03-2024 ,"68,299.26","68,673.05","68,053.13","68,498.88","68,498.88","21,609,650,379"
 08-03-2024 ,"66,938.09","70,083.05","66,230.45","68,300.09","68,300.09","59,202,881,172"
 07-03-2024 ,"66,099.74","68,029.92","65,655.53","66,925.48","66,925.48","46,989,543,159"
 06-03-2024 ,"63,776.05","67,637.93","62,848.67","66,106.80","66,106.80","68,750,229,073"
 05-03-2024 ,"68,341.05","69,170.63","59,323.91","63,801.20","63,801.20","102,802,940,877"
 04-03-2024 ,"63,137.00","68,537.03","62,386.52","68,330.41","68,330.41","70,670,471,105"
 03-03-2024 ,"62,031.58","63,230.21","61,435.02","63,167.37","63,167.37","26,253,811,450"
 02-03-2024 ,"62,431.65","62,458.70","61,657.29","62,029.85","62,029.85","23,888,473,685"
 01-03-2024 ,"61,168.06","63,155.10","60,802.53","62,440.63","62,440.63","40,186,368,423"
 29-02-2024 ,"62,499.18","63,585.64","60,498.73","61,198.38","61,198.38","65,496,611,844"
 28-02-2024 ,"57,071.10","63,913.13","56,738.43","62,504.79","62,504.79","83,239,156,760"
 27-02-2024 ,"54,519.36","57,537.84","54,484.20","57,085.37","57,085.37","49,756,832,031"
 26-02-2024 ,"51,730.54","54,938.18","50,931.03","54,522.40","54,522.40","34,074,411,896"
 25-02-2024 ,"51,565.21","51,950.03","51,306.17","51,733.24","51,733.24","15,413,239,245"
 24-02-2024 ,"50,736.37","51,684.20","50,585.45","51,571.10","51,571.10","15,174,077,879"
 23-02-2024 ,"51,283.91","51,497.93","50,561.78","50,731.95","50,731.95","21,427,078,270"
 22-02-2024 ,"51,854.64","52,009.61","50,926.29","51,304.97","51,304.97","25,413,900,611"
 21-02-2024 ,"52,273.54","52,368.82","50,671.76","51,839.18","51,839.18","28,624,907,020"
 20-02-2024 ,"51,777.73","52,945.05","50,792.31","52,284.88","52,284.88","33,353,758,256"
 19-02-2024 ,"52,134.81","52,483.32","51,711.82","51,779.14","51,779.14","21,362,184,346"
 18-02-2024 ,"51,661.97","52,356.96","51,233.71","52,122.55","52,122.55","17,595,377,311"
 17-02-2024 ,"52,161.68","52,191.91","50,669.67","51,663.00","51,663.00","20,009,091,006"
 16-02-2024 ,"51,937.73","52,537.97","51,641.37","52,160.20","52,160.20","28,180,567,298"
 15-02-2024 ,"51,836.79","52,820.07","51,371.63","51,938.55","51,938.55","38,564,360,533"
 14-02-2024 ,"49,733.45","52,021.37","49,296.83","51,826.70","51,826.70","39,105,608,050"
 13-02-2024 ,"49,941.36","50,358.39","48,406.50","49,742.44","49,742.44","35,593,051,468"
 12-02-2024 ,"48,296.39","50,280.48","47,745.76","49,958.22","49,958.22","34,511,985,805"
 11-02-2024 ,"47,768.97","48,535.94","47,617.41","48,293.92","48,293.92","19,315,867,136"
 10-02-2024 ,"47,153.53","48,146.17","46,905.32","47,771.28","47,771.28","16,398,681,570"
 09-02-2024 ,"45,297.38","48,152.50","45,260.82","47,147.20","47,147.20","39,316,770,844"
 08-02-2024 ,"44,332.13","45,575.84","44,332.13","45,301.57","45,301.57","26,154,524,080"
 07-02-2024 ,"43,090.02","44,341.95","42,775.96","44,318.22","44,318.22","21,126,587,775"
 06-02-2024 ,"42,657.39","43,344.15","42,529.02","43,084.67","43,084.67","16,798,476,726"
 05-02-2024 ,"42,577.62","43,494.25","42,264.82","42,658.67","42,658.67","18,715,487,317"
 04-02-2024 ,"42,994.94","43,097.64","42,374.83","42,583.58","42,583.58","14,802,225,490"
 03-02-2024 ,"43,184.96","43,359.94","42,890.81","42,992.25","42,992.25","11,169,245,236"
 02-02-2024 ,"43,077.64","43,422.49","42,584.34","43,185.86","43,185.86","18,603,843,039"
 01-02-2024 ,"42,569.76","43,243.17","41,879.19","43,075.77","43,075.77","21,423,953,779"
 31-01-2024 ,"42,946.25","43,717.41","42,298.95","42,582.61","42,582.61","24,673,628,793"
